icp,meter,Lv circuit,DTX,ICP startdate,Icp endate,Reason
0000010091WE9E4,10027002,T1246-U04,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000010091WE9E4,10027002,T7594-U05,T7594,2022-10-06 00:00:00,,
0000010148WE3F3,10040167,T6282-U02,T6282,2022-05-01 00:00:00,2023-09-13 00:00:00,tx change
0000010148WE3F3,10040167,T2253-U03,T2253,2023-09-13 00:00:00,,
0000010181WEA4D,10011167,T1028-U04,T1028,2022-05-01 00:00:00,2023-06-30 00:00:00,tx change
0000010181WEA4D,10011167,T5047-U01,T5047,2023-06-30 00:00:00,,
0000010237WEA73,10066075,T7381-U01,T7381,2022-05-01 00:00:00,2023-07-29 00:00:00,Meter change
0000010237WEA73,10075081,T7381-U01,T7381,2023-07-29 00:00:00,,
0000010288WE71F,10051410,T3745-U04,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000010288WE71F,10051410,T7707-U03,T7707,2023-08-17 00:00:00,,
0000010304WE84F,10062993,T7290-U01,T7290,2022-05-01 00:00:00,2022-09-21 00:00:00,tx change
0000010304WE84F,10062993,T6582-U01,T6582,2022-09-21 00:00:00,,
0000010339WE0EC,10005818,T6033-U01,T6033,2022-05-01 00:00:00,2023-06-14 00:00:00,Meter change
0000010339WE0EC,10075196,T6033-U01,T6033,2023-06-14 00:00:00,,
0000010456WEFC0,10002040,T321-U01,T321,2022-05-01 00:00:00,2022-09-08 00:00:00,tx change
0000010456WEFC0,10063908,T321-U01,T321,2022-05-01 00:00:00,2022-09-08 00:00:00,tx change
0000010456WEFC0,10002040,T7593-U01,T7593,2022-09-08 00:00:00,,
0000010456WEFC0,10063908,T7593-U01,T7593,2022-09-08 00:00:00,,
0000010513WE92E,10059543,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000010513WE92E,10059543,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000010513WE92E,10059543,T7707-U02,T7707,2023-08-17 00:00:00,,
0000010596WE12B,,T4090-U01,T4090,2022-05-01 00:00:00,2023-04-06 00:00:00,tx change
0000010596WE12B,,T7406-U05,T7406,2023-04-06 00:00:00,,
0000010606WEDCF,10025500,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000010606WEDCF,10025500,T2347-U04,T2347,2023-12-05 00:00:00,,
0000010638WE9AC,10051351,T3745-U04,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000010638WE9AC,10051351,T7707-U03,T7707,2023-08-17 00:00:00,,
0000010753WE18C,10059575,T3745-U02,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000010753WE18C,10059575,T7707-U01,T7707,2023-08-17 00:00:00,,
0000010773WECD9,10005751,T6167-U02,T6167,2022-05-01 00:00:00,2022-08-30 00:00:00,meter change
0000010773WECD9,10066674,T6167-U02,T6167,2022-08-30 00:00:00,,
0000010778WE20D,10049715,T975-U04,T975,2022-05-01 00:00:00,2022-09-21 00:00:00,tx change
0000010778WE20D,10049715,T3954-U02,T3954,2022-09-21 00:00:00,,
0000010789WEE5F,,T754-U02,T754,2022-05-01 00:00:00,2023-07-16 00:00:00,tx change
0000010789WEE5F,,T7613-U01,T7613,2023-07-16 00:00:00,,
0000010800WEA4B,10054966,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000010800WEA4B,10054966,T7644-U01,T7644,2023-04-12 00:00:00,,
0000011043WE583,10019803,T3148-U03,T3148,2022-05-01 00:00:00,2023-02-21 00:00:00,tx change
0000011043WE583,10019803,T2097-U02,T2097,2023-02-21 00:00:00,,
0000011107WEF28,10037951,T1948-U01,T1948,2022-05-01 00:00:00,2023-03-26 00:00:00,tx change
0000011107WEF28,10037951,T1947-U01,T1947,2023-03-26 00:00:00,,
0000011182WE72D,10050689,T4108-U02,T4108,2022-05-01 00:00:00,2022-06-30 00:00:00,tx change
0000011182WE72D,10050689,T4103-U04,T4103,2022-06-30 00:00:00,,
0000011261WE254,10038535,T1703-U07,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000011261WE254,10038535,T7587-U04,T7587,2022-11-04 00:00:00,,
0000011447WE888,10023685,T4071-U02,T4071,2022-05-01 00:00:00,2023-04-20 00:00:00,tx change
0000011447WE888,10023685,T5882-U04,T5882,2023-04-20 00:00:00,,
0000011473WEE7A,10020369,T1281-U01,T1281,2022-05-01 00:00:00,2022-12-07 00:00:00,icp decom
0000011479WECEB,10019584,T4071-U02,T4071,2022-05-01 00:00:00,2023-04-20 00:00:00,tx change
0000011479WECEB,10019584,T5882-U04,T5882,2023-04-20 00:00:00,,
0000011502WEE66,,T4036-U06,T4036,2022-05-01 00:00:00,2023-09-05 00:00:00,icp decom
0000011539WE74A,,T4030-U02,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000011539WE74A,,T7522-U02,T7522,2023-03-12 00:00:00,,
0000011581WE7EC,10061827,T6594-U03,T6594,2022-05-01 00:00:00,2023-05-30 00:00:00,Meter change
0000011581WE7EC,10074828,T6594-U03,T6594,2023-05-30 00:00:00,,
0000011649WE114,10056998,T1996-U03,T1996,2022-05-01 00:00:00,2023-07-26 00:00:00,tx change
0000011649WE114,10056998,T6494-U03,T6494,2023-07-26 00:00:00,,
0000011714WEF43,10008333,T2495-U04,T2495,2022-05-01 00:00:00,2023-07-31 00:00:00,Meter change
0000011714WEF43,10075933,T2495-U04,T2495,2023-07-31 00:00:00,,
0000011738WE108,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000011738WE108,,T7049-U03,T7049,2023-08-23 00:00:00,,
0000011739WED4D,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000011739WED4D,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000011740WE641,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000011740WE641,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000011741WEA04,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000011741WEA04,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000011742WE6C4,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000011742WE6C4,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000011824WE7B4,,T4910-U06,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000011824WE7B4,,T3361-U02,T3361,2023-03-24 00:00:00,,
0000011960WED1F,10001199,T7290-U01,T7290,2022-05-01 00:00:00,2022-09-21 00:00:00,tx change
0000011960WED1F,10001199,T6582-U01,T6582,2022-09-21 00:00:00,,
0000011963WE1DF,10008454,T4236-U04,T4236,2022-05-01 00:00:00,2022-07-17 00:00:00,tx change
0000011963WE1DF,10008454,T3558-U06,T3558,2022-07-17 00:00:00,,
0000011967WE0D5,10027138,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000011967WE0D5,10027138,T7670-U01,T7670,2023-09-19 00:00:00,,
0000011968WEF0B,10034816,T665-U04,T665,2022-05-01 00:00:00,2023-07-23 00:00:00,tx change
0000011968WEF0B,10034816,T6494-U03,T6494,2023-07-23 00:00:00,,
0000011989WE9F4,10008455,T4236-U04,T4236,2022-05-01 00:00:00,2022-07-17 00:00:00,tx change
0000011989WE9F4,10008455,T3558-U06,T3558,2022-07-17 00:00:00,,
0000011992WED8D,10022035,T3136-U01,T3136,2022-05-01 00:00:00,2023-02-02 00:00:00,Meter change
0000011992WED8D,10072413,T3136-U01,T3136,2023-02-02 00:00:00,,
0000012005WE449,10066257,T1183-U03,T1183,2022-05-01 00:00:00,2024-02-09 00:00:00,Meter change
0000012005WE449,10075468,T1183-U03,T1183,2024-02-09 00:00:00,,
0000012005WE449,10075470,T1183-U03,T1183,2024-02-09 00:00:00,,
0000012027WE999,10005916,T4476-U01,T4476,2022-05-01 00:00:00,2024-04-29 00:00:00,Meter change
0000012027WE999,10075418,T4476-U01,T4476,2024-04-29 00:00:00,,
0000012078WEE4F,10032533,T159-U01,T159,2022-05-01 00:00:00,2023-07-06 00:00:00,Meter change
0000012078WEE4F,10075121,T159-U01,T159,2023-07-06 00:00:00,,
0000012098WE4F5,,T4220-U02,T4220,2022-05-01 00:00:00,2023-12-13 00:00:00,tx change
0000012098WE4F5,,T6444-U03,T6444,2023-12-13 00:00:00,,
0000012239WEAA8,10006069,T700-U01,T700,2022-05-01 00:00:00,2022-07-01 00:00:00,tx change
0000012239WEAA8,10006069,T4773-U01,T4773,2022-07-01 00:00:00,,
0000012250WEB09,,T4036-U04,T4036,2022-05-01 00:00:00,2024-05-01 00:00:00,icp decom
0000012259WE558,10040925,T631-U08,T631,2022-05-01 00:00:00,2023-01-13 00:00:00,tx change
0000012259WE558,10040925,T7567-U01,T7567,2023-01-13 00:00:00,,
0000012310WE0A8,10022580,T773-U02,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000012310WE0A8,10022580,T7670-U02,T7670,2023-09-19 00:00:00,,
0000012391WE9A7,10035054,T4071-U02,T4071,2022-05-01 00:00:00,2023-04-20 00:00:00,tx change
0000012391WE9A7,10035054,T5882-U04,T5882,2023-04-20 00:00:00,,
0000012405WE848,10047890,T2157-U01,T2157,2022-05-01 00:00:00,2022-10-07 00:00:00,tx change
0000012405WE848,10069273,T2157-U01,T2157,2022-05-01 00:00:00,2022-10-07 00:00:00,tx change
0000012405WE848,10047890,T7543-U01,T7543,2022-10-07 00:00:00,,
0000012405WE848,10069273,T7543-U01,T7543,2022-10-07 00:00:00,,
0000012484WE147,10038121,T4071-U02,T4071,2022-05-01 00:00:00,2023-04-20 00:00:00,tx change
0000012484WE147,10038121,T5882-U04,T5882,2023-04-20 00:00:00,,
0000012700WE604,10001048,T7290-U01,T7290,2022-05-01 00:00:00,2022-09-21 00:00:00,tx change
0000012700WE604,10001048,T6582-U01,T6582,2022-09-21 00:00:00,,
0000012787WEE84,,T4041-U02,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000012787WEE84,,T7517-U02,T7517,2022-11-25 00:00:00,,
0000012792WE966,,T3745-U04,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000012792WE966,,T7707-U03,T7707,2023-08-17 00:00:00,,
0000012795WE4AC,,T4035-U03,T4035,2022-05-01 00:00:00,2024-05-02 00:00:00,tx change
0000012795WE4AC,,T7305-U01,T7305,2024-05-02 00:00:00,,
0000012799WE7B2,,T7352-U03,T7352,2022-05-01 00:00:00,2023-01-26 00:00:00,icp decom
0000012800WE90B,,T811-U04,T811,2022-05-01 00:00:00,2023-07-24 00:00:00,icp decom
0000012810WE3A6,,T4141-U01,T4141,2022-05-01 00:00:00,2023-10-19 00:00:00,tx change
0000012810WE3A6,,T7656-U1,T7656,2023-10-19 00:00:00,,
0000012811WEFE3,,T4141-U02,T4141,2022-05-01 00:00:00,2023-10-19 00:00:00,tx change
0000012811WEFE3,,T7656-U1,T7656,2023-10-19 00:00:00,,
0000012820WE45E,,T3926-U01,T3926,2022-05-01 00:00:00,2022-06-10 00:00:00,icp decom
0000012830WEEF3,,T3927-U01,T3927,2022-05-01 00:00:00,2022-10-17 00:00:00,tx change
0000012830WEEF3,,T3927-U04,T3927,2022-10-17 00:00:00,,
0000012898WE4F8,,T4030-U01,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000012898WE4F8,,T7522-U01,T7522,2023-03-12 00:00:00,,
0000012920WED5A,10001182,T6135-U01,T6135,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000012920WED5A,10001182,T7620-U01,T7620,2023-03-02 00:00:00,,
0000012956WE988,,T4694-U03,T4694,2022-05-01 00:00:00,2023-07-20 00:00:00,icp decom
0000013010WE20B,10068720,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000013010WE20B,10068720,T7644-U01,T7644,2023-04-12 00:00:00,,
0000013059WEEFF,10059174,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000013059WEEFF,10059174,T7695-U01,T7695,2023-09-20 00:00:00,,
0000013078WEFEF,,T1535-U03,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000013078WEFEF,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000013195WE30A,10029967,T922-U03,T922,2022-05-01 00:00:00,2023-02-01 00:00:00,tx change
0000013195WE30A,10029967,T7560-U02,T7560,2023-02-01 00:00:00,,
0000013249WEE55,,T4041-U05,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000013249WEE55,,T7517-U02,T7517,2022-11-25 00:00:00,,
0000013335WE112,10036189,T1509-U05,T1509,2022-05-01 00:00:00,2023-09-13 00:00:00,tx change
0000013335WE112,10036189,T7528-U02,T7528,2023-09-13 00:00:00,,
0000013411WE24F,10052501,T1586-U03,T1586,2022-05-01 00:00:00,2022-11-17 00:00:00,tx change
0000013411WE24F,10052501,T7481-U02,T7481,2022-11-17 00:00:00,2023-06-02 00:00:00,Meter change
0000013411WE24F,10075519,T7481-U02,T7481,2023-06-02 00:00:00,,
0000013476WE075,10062199,T6212-U02,T6212,2022-05-01 00:00:00,2023-12-30 00:00:00,Meter change
0000013476WE075,10075377,T6212-U02,T6212,2023-12-30 00:00:00,,
0000013493WE780,,T4023-U03,T4023,2022-05-01 00:00:00,2022-11-05 00:00:00,icp decom
0000013631WE51D,10001562,T3634-U02,T3634,2022-05-01 00:00:00,2024-03-27 00:00:00,Meter change
0000013631WE51D,10075393,T3634-U02,T3634,2024-03-27 00:00:00,,
0000013643WE0C5,10061036,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000013643WE0C5,10061036,T7644-U03,T7644,2023-04-12 00:00:00,,
0000013659WE8F9,,T4767-U01,T4767,2022-05-01 00:00:00,2023-11-24 00:00:00,icp decom
0000013796WE9CC,,T4032-U05,T4032,2022-05-01 00:00:00,2023-02-28 00:00:00,tx change
0000013796WE9CC,,T4030-U03,T4030,2023-02-28 00:00:00,2023-03-12 00:00:00,tx change
0000013796WE9CC,,T7522-U02,T7522,2023-03-12 00:00:00,2023-09-07 00:00:00,tx change
0000013796WE9CC,,T4032-U05,T4032,2023-09-07 00:00:00,,
0000013822WE57B,10004783,T7418-U05,T7418,2022-05-01 00:00:00,2022-07-26 00:00:00,tx change
0000013822WE57B,10004783,T7457-U03,T7457,2022-07-26 00:00:00,,
0000013828WE7EA,10065420,T2660-U01,T2660,2022-05-01 00:00:00,2024-05-08 00:00:00,meter removed
0000013828WE7EA,,T2660-U01,T2660,2024-05-08 00:00:00,,
0000013901WEDEA,,T818-U02,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000013901WEDEA,,T7731-U01,T7731,2023-08-23 00:00:00,,
0000013933WEA97,10062782,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000013933WEA97,10062782,T7642-U01,T7642,2023-07-13 00:00:00,,
0000013957WE46D,10059541,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000013957WE46D,10059541,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000013957WE46D,10059541,T7707-U02,T7707,2023-08-17 00:00:00,,
0000014054WE5C4,,T1199-U03,T1199,2022-05-01 00:00:00,2024-08-07 00:00:00,tx change
0000014054WE5C4,,T7746-U03,T7746,2024-08-07 00:00:00,,
0000014253WE209,10001082,T2237-U04,T2237,2022-05-01 00:00:00,2023-03-28 00:00:00,tx change
0000014253WE209,10001082,T7617-U03,T7617,2023-03-28 00:00:00,,
0000014272WE319,10003238,T930-U01,T930,2022-05-01 00:00:00,2024-05-03 00:00:00,tx change
0000014272WE319,10003704,T930-U01,T930,2022-05-01 00:00:00,2024-05-03 00:00:00,tx change
0000014272WE319,10003238,T7622-U02,T7622,2024-05-03 00:00:00,,
0000014272WE319,10003704,T7622-U02,T7622,2024-05-03 00:00:00,,
0000014323WEE50,10006855,T558-U01,T558,2022-05-01 00:00:00,2024-03-10 00:00:00,tx change
0000014323WEE50,10006855,T1620-U03,T1620,2024-03-10 00:00:00,,
0000014332WE8B8,10058554,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000014332WE8B8,10058554,T7642-U01,T7642,2023-07-13 00:00:00,,
0000014563WEAF3,10042746,T1703-U07,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000014563WEAF3,10042746,T7587-U02,T7587,2022-11-04 00:00:00,,
0000014592WE6A1,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000014592WE6A1,,T4062-U01,T4062,2023-09-14 00:00:00,,
0000014715WE426,10002891,T631-U08,T631,2022-05-01 00:00:00,2023-01-13 00:00:00,tx change
0000014715WE426,10002891,T7567-U03,T7567,2023-01-13 00:00:00,,
0000014792WECA6,10024159,T3588-U03,T3588,2022-05-01 00:00:00,2023-04-29 00:00:00,Meter change
0000014792WECA6,10074631,T3588-U03,T3588,2023-04-29 00:00:00,,
0000014829WEFCF,,T5202-U02,T5202,2022-05-01 00:00:00,2022-08-02 00:00:00,icp decom
0000014879WE7C7,10020132,T4108-U02,T4108,2022-05-01 00:00:00,2022-06-30 00:00:00,tx change
0000014879WE7C7,10020132,T4103-U04,T4103,2022-06-30 00:00:00,,
0000014893WEFEC,10057001,T1996-U03,T1996,2022-05-01 00:00:00,2023-07-26 00:00:00,tx change
0000014893WEFEC,10057001,T6494-U03,T6494,2023-07-26 00:00:00,,
0000014898WE138,,T4085-U07,T4085,2022-05-01 00:00:00,2022-11-03 00:00:00,icp decom
0000014990WEA28,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000014990WEA28,,T4198-U01,T4198,2023-09-14 00:00:00,,
0000014992WEAAD,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000014992WEAAD,,T4062-U01,T4062,2023-09-14 00:00:00,,
0000015001WE123,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000015001WE123,,T4198-U01,T4198,2023-09-14 00:00:00,,
0000015010WE7CB,10062779,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000015010WE7CB,10062779,T4828-U01,T4828,2022-08-05 00:00:00,,
0000015011WEB8E,10023394,T1169-U04,T1169,2022-05-01 00:00:00,2022-08-05 00:00:00,tx change
0000015011WEB8E,10023394,T4828-U01,T4828,2022-08-05 00:00:00,,
0000015121WE572,10055165,T4967-U02,T4967,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000015121WE572,10055165,T6442-U03,T6442,2022-10-06 00:00:00,,
0000015203WEBA1,10043784,T113-U01,T113,2022-05-01 00:00:00,2024-03-09 00:00:00,Meter change
0000015203WEBA1,10076429,T113-U01,T113,2024-03-09 00:00:00,,
0000015281WEE6E,10004499,T1647-U02,T1647,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000015281WEE6E,10004499,T7651-U01,T7651,2023-04-12 00:00:00,,
0000015297WE54C,,T4041-U05,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000015297WE54C,,T7517-U02,T7517,2022-11-25 00:00:00,,
0000015298WEA92,10006156,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000015298WEA92,10006156,T7670-U01,T7670,2023-09-19 00:00:00,,
0000015300WEE65,10021188,T289-U02,T289,2022-05-01 00:00:00,2022-12-20 00:00:00,icp decom
0000015409WEF36,,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000015409WEF36,,T7642-U01,T7642,2023-07-13 00:00:00,,
0000015436WE710,,T4041-U03,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000015436WE710,,T7517-U03,T7517,2022-11-25 00:00:00,,
0000015492WEE05,10035120,T6352-U02,T6352,2022-05-01 00:00:00,2023-10-18 00:00:00,Meter change
0000015492WEE05,10074668,T6352-U02,T6352,2023-10-18 00:00:00,,
0000015575WE071,,T4787-U04,T4787,2022-05-01 00:00:00,2023-03-13 00:00:00,icp decom
0000015603WE7A0,10030446,T4370-U01,T4370,2022-05-01 00:00:00,2024-07-08 00:00:00,Meter change
0000015603WE7A0,10075047,T4370-U01,T4370,2024-07-08 00:00:00,,
0000015693WE847,10030970,T7420-U01,T7420,2022-05-01 00:00:00,2023-11-14 00:00:00,tx change
0000015693WE847,10038725,T7420-U01,T7420,2022-05-01 00:00:00,2023-11-14 00:00:00,tx change
0000015693WE847,10030970,T7694-U1,T7694,2023-11-14 00:00:00,,
0000015693WE847,10038725,T7694-U1,T7694,2023-11-14 00:00:00,,
0000015731WE9D9,,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000015731WE9D9,,T7642-U01,T7642,2023-07-13 00:00:00,,
0000015752WEAE9,10020615,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000015752WEAE9,10020615,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000015752WEAE9,10020615,T7707-U02,T7707,2023-08-17 00:00:00,,
0000015761WE1D1,10044272,T4030-U02,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000015761WE1D1,10044272,T7522-U02,T7522,2023-03-12 00:00:00,,
0000015868WE08F,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000015868WE08F,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000015911WE287,10030237,T4866-U01,T4866,2022-05-01 00:00:00,2024-07-25 00:00:00,tx change
0000015911WE287,10030237,T6118-U01,T6118,2024-07-25 00:00:00,,
0000015967WE655,10053766,T944-U02,T944,2022-05-01 00:00:00,2023-07-05 00:00:00,Meter change
0000015967WE655,10075146,T944-U02,T944,2023-07-05 00:00:00,,
0000015996WEA07,,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000015996WEA07,,T7531-U01,T7531,2023-07-11 00:00:00,,
0000016101WEAC7,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000016101WEAC7,,T4198-U01,T4198,2023-09-14 00:00:00,,
0000016161WE537,10042618,T3114-U01,T3114,2022-05-01 00:00:00,2022-10-20 00:00:00,tx change
0000016161WE537,10042618,T3954-U02,T3954,2022-10-20 00:00:00,,
0000016175WEE90,10059411,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000016175WEE90,10059411,T7642-U01,T7642,2023-07-13 00:00:00,,
0000016221WE491,10030798,T4432-U02,T4432,2022-05-01 00:00:00,2022-08-24 00:00:00,tx change
0000016221WE491,10030798,T7486-U03,T7486,2022-08-24 00:00:00,,
0000016238WE06D,10027056,T1246-U02,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000016238WE06D,10027056,T7594-U05,T7594,2022-10-06 00:00:00,,
0000016248WE530,10004754,T452-U01,T452,2022-05-01 00:00:00,2023-08-31 00:00:00,Meter change
0000016248WE530,10075112,T452-U01,T452,2023-08-31 00:00:00,,
0000016274WE1D6,10064472,T1673-U01,T1673,2022-05-01 00:00:00,2023-08-30 00:00:00,Meter change
0000016274WE1D6,10075070,T1673-U01,T1673,2023-08-30 00:00:00,,
0000016275WED93,10012602,T2673-U09,T2673,2022-05-01 00:00:00,2022-08-24 00:00:00,tx change
0000016275WED93,10012602,T5976-U04,T5976,2022-08-24 00:00:00,,
0000016473WEA1A,,T4061-U03,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000016473WEA1A,,T4062-U01,T4062,2023-09-14 00:00:00,,
0000016583WE309,10006459,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000016583WE309,10006459,T7670-U01,T7670,2023-09-19 00:00:00,,
0000016676WED52,10051374,T3745-U04,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000016676WED52,10051374,T7707-U03,T7707,2023-08-17 00:00:00,,
0000016924WEAD0,10020124,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000016924WEAD0,10020124,T7644-U01,T7644,2023-04-12 00:00:00,,
0000016989WED94,10036108,T1703-U09,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000016989WED94,10036108,T7587-U03,T7587,2022-11-04 00:00:00,,
0000017025WEE3C,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017025WEE3C,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017026WE2FC,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017026WE2FC,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017069WEF87,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017069WEF87,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017096WE04E,10017222,T2290-U03,T2290,2022-05-01 00:00:00,2022-11-24 00:00:00,tx change
0000017096WE04E,10017222,T7537-U03,T7537,2022-11-24 00:00:00,,
0000017153WE3EA,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017153WE3EA,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017161WE497,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017161WE497,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017292WEB43,10006557,T2710-U01,T2710,2022-05-01 00:00:00,2023-05-29 00:00:00,Meter change
0000017292WEB43,10075205,T2710-U01,T2710,2023-05-29 00:00:00,,
0000017443WEC42,10036198,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000017443WEC42,10036198,T5991-U02,T5991,2022-12-08 00:00:00,,
0000017444WE188,10036196,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000017444WE188,10036196,T5991-U02,T5991,2022-12-08 00:00:00,,
0000017445WEDCD,10036197,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000017445WEDCD,10036197,T5991-U02,T5991,2022-12-08 00:00:00,,
0000017446WE10D,10036199,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000017446WE10D,10036199,T5991-U02,T5991,2022-12-08 00:00:00,,
0000017575WE331,10009038,T4615-U02,T4615,2022-05-01 00:00:00,2022-11-23 00:00:00,tx change
0000017575WE331,10009038,T3178-U02,T3178,2022-11-23 00:00:00,,
0000017711WE7CC,10001081,T6135-U01,T6135,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000017711WE7CC,10001081,T7620-U01,T7620,2023-03-02 00:00:00,,
0000017715WE6C6,10018488,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000017715WE6C6,10018488,T7670-U02,T7670,2023-09-19 00:00:00,,
0000017743WEF41,10065257,T3240-U01,T3240,2022-05-01 00:00:00,2024-07-17 00:00:00,Meter change
0000017743WEF41,10077178,T3240-U01,T3240,2024-07-17 00:00:00,,
0000017743WEF41,10077179,T3240-U01,T3240,2024-07-17 00:00:00,,
0000017745WEECE,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017745WEECE,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017972WE2F7,10001177,T6135-U01,T6135,2022-05-01 00:00:00,2023-01-26 00:00:00,Meter change
