icp,meter,Lv circuit,DTX,ICP startdate,Icp endate,Reason
0000053079WE83F,10075326,T4107-U05,T4107,2023-09-13 00:00:00,2023-09-25 00:00:00,tx change
0000053079WE83F,10075326,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053081WEA3C,10075057,T4107-U05,T4107,2023-09-07 00:00:00,2023-09-25 00:00:00,tx change
0000053081WEA3C,10075057,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053084WE773,10075261,T4107-U05,T4107,2023-09-13 00:00:00,2023-09-25 00:00:00,tx change
0000053084WE773,10075261,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053085WEB36,10075061,T4107-U05,T4107,2023-09-07 00:00:00,2023-09-25 00:00:00,tx change
0000053085WEB36,10075061,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053163WE907,,T6986-U05,T6986,2022-10-05 00:00:00,2023-10-27 00:00:00,tx change
0000053163WE907,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053164WE4CD,,T6986-U05,T6986,2022-10-06 00:00:00,2023-10-27 00:00:00,tx change
0000053164WE4CD,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053165WE888,,T6986-U05,T6986,2022-10-05 00:00:00,2023-10-27 00:00:00,tx change
0000053165WE888,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053166WE448,,T6986-U05,T6986,2022-10-05 00:00:00,2023-10-27 00:00:00,tx change
0000053166WE448,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053259WEF6D,,T5751-U04,T5751,2022-08-18 00:00:00,2023-02-11 00:00:00,icp decom
0000053277WE1A3,10074252,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053277WE1A3,10074252,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053278WEE7D,10074257,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053278WEE7D,10074257,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053279WE238,10074256,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053279WE238,10074256,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053280WEC7E,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053280WEC7E,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053281WE03B,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053281WE03B,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053282WECFB,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053282WECFB,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053283WE0BE,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053283WE0BE,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053284WED74,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053284WED74,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053285WE131,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053285WE131,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053286WEDF1,,T7226-U04,T7226,2022-09-08 00:00:00,2023-07-11 00:00:00,tx change
0000053286WEDF1,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053287WE1B4,,T7226-U04,T7226,2022-09-07 00:00:00,2023-07-11 00:00:00,tx change
0000053287WE1B4,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053288WEE6A,,T7226-U04,T7226,2022-09-07 00:00:00,2023-07-11 00:00:00,tx change
0000053288WEE6A,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053363WE300,10032888,T7258-U02,T7258,2022-11-18 00:00:00,2023-01-27 00:00:00,Meter change
0000053363WE300,10073020,T7258-U02,T7258,2023-01-27 00:00:00,,
0000053382WE5FF,,T1873-U05,T1873,2022-09-12 00:00:00,2024-04-22 00:00:00,icp decom
0000053397WE21D,10074298,T5360-U03,T5360,2023-03-13 00:00:00,2024-01-30 00:00:00,tx change
0000053397WE21D,10074298,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053399WE186,10074490,T5360-U03,T5360,2023-03-14 00:00:00,2024-01-30 00:00:00,tx change
0000053399WE186,10074490,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053400WEF32,10074279,T5360-U03,T5360,2023-03-14 00:00:00,2024-01-30 00:00:00,tx change
0000053400WEF32,10074279,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053402WEFB7,10074280,T5360-U03,T5360,2023-03-14 00:00:00,2024-01-30 00:00:00,tx change
0000053402WEFB7,10074280,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053403WE3F2,10074278,T5360-U03,T5360,2023-03-14 00:00:00,2024-01-30 00:00:00,tx change
0000053403WE3F2,10074278,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053441WE1D2,,T6986-U05,T6986,2022-10-05 00:00:00,2023-10-27 00:00:00,tx change
0000053441WE1D2,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053452WE7BF,,T7226-U04,T7226,2022-09-28 00:00:00,2023-07-11 00:00:00,tx change
0000053452WE7BF,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053453WEBFA,,T7226-U04,T7226,2022-09-28 00:00:00,2023-07-11 00:00:00,tx change
0000053453WEBFA,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053454WE630,,T7226-U04,T7226,2022-09-28 00:00:00,2023-07-11 00:00:00,tx change
0000053454WE630,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053455WEA75,,T7226-U04,T7226,2022-09-28 00:00:00,2023-07-11 00:00:00,tx change
0000053455WEA75,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053464WE1C8,,T6187-U07,T6187,2022-11-02 00:00:00,2023-06-16 00:00:00,icp decom
0000053480WEA78,,T1678-U04,T1678,2022-09-22 00:00:00,2023-10-12 00:00:00,icp decom
0000053495WED9A,,T2336-U02,T2336,2022-09-19 00:00:00,2023-03-09 00:00:00,icp decom
0000053521WE726,,T6986-U05,T6986,2022-10-27 00:00:00,2023-10-27 00:00:00,tx change
0000053521WE726,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053522WEBE6,,T6986-U05,T6986,2022-10-27 00:00:00,2023-10-27 00:00:00,tx change
0000053522WEBE6,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053523WE7A3,,T6986-U05,T6986,2022-10-27 00:00:00,2023-10-27 00:00:00,tx change
0000053523WE7A3,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053524WEA69,,T6986-U05,T6986,2022-10-27 00:00:00,2023-10-27 00:00:00,tx change
0000053524WEA69,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053525WE62C,,T6986-U05,T6986,2022-10-27 00:00:00,2023-10-27 00:00:00,tx change
0000053525WE62C,,T7164-U04,T7164,2023-10-27 00:00:00,,
0000053565WE489,,T6581-U01,T6581,2022-10-04 00:00:00,2023-11-14 00:00:00,tx change
0000053565WE489,,T7636-U01,T7636,2023-11-14 00:00:00,,
0000053614WEE92,,T5360-U03,T5360,2023-03-13 00:00:00,2024-01-30 00:00:00,tx change
0000053614WEE92,,T7653-U01,T7653,2024-01-30 00:00:00,,
0000053629WE631,,T7226-U04,T7226,2022-10-07 00:00:00,2023-07-11 00:00:00,tx change
0000053629WE631,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053630WE2CD,,T7226-U04,T7226,2022-10-07 00:00:00,2023-07-11 00:00:00,tx change
0000053630WE2CD,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000053698WE8C6,,T6680-U03,T6680,2022-10-25 00:00:00,2023-06-01 00:00:00,icp decom
0000053748WEC80,,T7212-U01,T7212,2022-11-03 00:00:00,2024-02-18 00:00:00,tx change
0000053748WEC80,,T7678-U02,T7678,2024-02-18 00:00:00,,
0000053826WEFE4,,T6324-U07,T6324,2022-11-30 00:00:00,2023-12-14 00:00:00,icp decom
0000053963WE90A,,T2224-U01,T2224,2022-12-09 00:00:00,2024-03-12 00:00:00,icp decom
0000054056WEED4,,T7618-U02,T7618,2022-12-07 00:00:00,2023-07-27 00:00:00,icp decom
0000054064WE9A9,,T5391-U01,T5391,2022-12-08 00:00:00,2023-06-12 00:00:00,tx change
0000054064WE9A9,,T7542-U06,T7542,2023-06-12 00:00:00,,
0000054069WE6F2,,T2237-U02,T2237,2022-12-01 00:00:00,2023-03-28 00:00:00,tx change
0000054069WE6F2,,T7617-U01,T7617,2023-03-28 00:00:00,,
0000054070WE20E,,T2237-U02,T2237,2022-12-01 00:00:00,2023-03-28 00:00:00,tx change
0000054070WE20E,,T7617-U01,T7617,2023-03-28 00:00:00,,
0000054080WE219,,T3299-U03,T3299,2023-01-05 00:00:00,2023-08-23 00:00:00,icp decom
0000054092WE831,,T7226-U04,T7226,2022-12-22 00:00:00,2023-07-11 00:00:00,tx change
0000054092WE831,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054093WE474,10074402,T7226-U04,T7226,2022-12-22 00:00:00,2023-07-11 00:00:00,tx change
0000054093WE474,10074402,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054094WE9BE,10074401,T7226-U04,T7226,2022-12-22 00:00:00,2023-07-11 00:00:00,tx change
0000054094WE9BE,10074401,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054095WE5FB,10074397,T7226-U04,T7226,2022-12-22 00:00:00,2023-07-11 00:00:00,tx change
0000054095WE5FB,10074397,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054096WE93B,10074398,T7226-U04,T7226,2022-12-22 00:00:00,2023-07-11 00:00:00,tx change
0000054096WE93B,10074398,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054118WE6EE,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054118WE6EE,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054144WEDF8,,T6324-U04,T6324,2023-03-02 00:00:00,2023-08-23 00:00:00,icp decom
0000054161WEDE2,10074276,T3882-U01,T3882,2023-03-08 00:00:00,2023-06-11 00:00:00,tx change
0000054161WEDE2,10074276,T1347-U02,T1347,2023-06-11 00:00:00,2024-04-03 00:00:00,Meter change
0000054161WEDE2,10076384,T1347-U02,T1347,2024-04-03 00:00:00,,
0000054162WE122,10074274,T3882-U01,T3882,2023-03-08 00:00:00,2023-06-11 00:00:00,tx change
0000054162WE122,10074274,T1347-U02,T1347,2023-06-11 00:00:00,2024-03-14 00:00:00,Meter change
0000054162WE122,10076485,T1347-U02,T1347,2024-03-14 00:00:00,,
0000054172WEB8F,,T6458-U01,T6458,2023-01-24 00:00:00,2023-03-12 00:00:00,tx change
0000054172WEB8F,,T7618-U01,T7618,2023-03-12 00:00:00,,
0000054201WE111,10074282,T7259-U01,T7259,2023-03-20 00:00:00,2023-08-16 00:00:00,Meter change
0000054201WE111,10074983,T7259-U01,T7259,2023-08-16 00:00:00,,
0000054211WEBBC,,T4140-U08,T4140,2023-02-09 00:00:00,2023-12-08 00:00:00,tx change
0000054211WEBBC,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000054212WE77C,,T4140-U08,T4140,2023-02-09 00:00:00,2023-12-08 00:00:00,tx change
0000054212WE77C,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000054213WEB39,,T4140-U08,T4140,2023-02-09 00:00:00,2023-12-08 00:00:00,tx change
0000054213WEB39,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000054214WE6F3,,T4140-U08,T4140,2023-02-09 00:00:00,2023-12-08 00:00:00,tx change
0000054214WE6F3,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000054293WEE73,10073886,T7226-U03,T7226,2023-02-20 00:00:00,2023-07-11 00:00:00,tx change
0000054293WEE73,10073886,T7531-U03,T7531,2023-07-11 00:00:00,,
0000054294WE3B9,10074862,T7226-U03,T7226,2023-02-24 00:00:00,2023-07-11 00:00:00,tx change
0000054294WE3B9,10074862,T7531-U03,T7531,2023-07-11 00:00:00,,
0000054295WEFFC,10074863,T7226-U03,T7226,2023-02-24 00:00:00,2023-07-11 00:00:00,tx change
0000054295WEFFC,10074863,T7531-U03,T7531,2023-07-11 00:00:00,,
0000054296WE33C,10074858,T7226-U03,T7226,2023-02-24 00:00:00,2023-07-11 00:00:00,tx change
0000054296WE33C,10074858,T7531-U03,T7531,2023-07-11 00:00:00,,
0000054297WEF79,10074860,T7226-U03,T7226,2023-02-24 00:00:00,2023-07-11 00:00:00,tx change
0000054297WEF79,10074860,T7531-U03,T7531,2023-07-11 00:00:00,,
0000054307WE99A,,T5391-U01,T5391,2023-02-07 00:00:00,2023-06-12 00:00:00,tx change
0000054307WE99A,,T7542-U03,T7542,2023-06-12 00:00:00,,
0000054347WEB3F,10074376,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054347WEB3F,10074376,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054348WE4E1,10074375,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054348WE4E1,10074375,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054349WE8A4,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054349WE8A4,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054350WEC58,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054350WEC58,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054351WE01D,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054351WE01D,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054352WECDD,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054352WECDD,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054353WE098,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054353WE098,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054354WED52,,T5653-U04,T5653,2023-01-27 00:00:00,2023-11-28 00:00:00,tx change
0000054354WED52,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054355WE117,10074377,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054355WE117,10074377,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054356WEDD7,,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054356WEDD7,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054357WE192,,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054357WE192,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054358WEE4C,,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054358WEE4C,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054359WE209,,T5653-U04,T5653,2023-01-28 00:00:00,2023-11-28 00:00:00,tx change
0000054359WE209,,T7717-U02,T7717,2023-11-28 00:00:00,,
0000054369WE5F1,,T3569-U04,T3569,2023-02-10 00:00:00,2023-11-08 00:00:00,tx change
0000054369WE5F1,,T7421-U03,T7421,2023-11-08 00:00:00,,
0000054397WE67D,,T1647-U04,T1647,2023-03-08 00:00:00,2023-04-12 00:00:00,tx change
0000054397WE67D,,T7651-U01,T7651,2023-04-12 00:00:00,,
0000054482WEE9D,10074420,T7226-U04,T7226,2023-03-09 00:00:00,2023-07-11 00:00:00,tx change
0000054482WEE9D,10074420,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054536WE421,10074544,T7226-U04,T7226,2023-03-23 00:00:00,2023-07-11 00:00:00,tx change
0000054536WE421,10074544,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054616WEA77,10076193,T884-U03,T884,2023-04-03 00:00:00,2024-03-19 00:00:00,icp decom
0000054650WE95D,10075485,T7657-U02,T7657,2023-04-21 00:00:00,2024-08-29 00:00:00,Meter change
0000054650WE95D,10077253,T7657-U02,T7657,2024-08-29 00:00:00,,
0000054690WEEB2,10075054,T4141-U05,T4141,2023-06-27 00:00:00,2023-10-19 00:00:00,tx change
0000054690WEEB2,10075054,T7727-U01,T7727,2023-10-19 00:00:00,,
0000054696WEF3D,10075051,T4141-U05,T4141,2023-06-27 00:00:00,2023-10-19 00:00:00,tx change
0000054696WEF3D,10075051,T7727-U01,T7727,2023-10-19 00:00:00,,
0000054697WE378,10075053,T4141-U05,T4141,2023-06-27 00:00:00,2023-10-19 00:00:00,tx change
0000054697WE378,10075053,T7727-U01,T7727,2023-10-19 00:00:00,,
0000054738WEDBD,,T3124-U04,T3124,2023-05-12 00:00:00,2023-08-17 00:00:00,tx change
0000054738WEDBD,,T7696-U6,T7696,2023-08-17 00:00:00,2024-02-23 00:00:00,icp decom
0000054983WE7D0,10076032,T7226-U04,T7226,2023-07-07 00:00:00,2023-07-11 00:00:00,tx change
0000054983WE7D0,10076032,T7531-U02,T7531,2023-07-11 00:00:00,,
0000054984WEA1A,10075949,T7226-U04,T7226,2023-06-22 00:00:00,2023-07-11 00:00:00,tx change
0000054984WEA1A,10075949,T7531-U02,T7531,2023-07-11 00:00:00,,
0000055068WEB17,,T7226-U04,T7226,2023-07-07 00:00:00,2023-07-11 00:00:00,tx change
0000055068WEB17,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000055131WE44A,,T5653-U04,T5653,2023-07-24 00:00:00,2023-11-28 00:00:00,tx change
0000055131WE44A,,T7717-U04,T7717,2023-11-28 00:00:00,,
0000055202WEC71,,T4759-U04,T4759,2023-08-08 00:00:00,2023-11-02 00:00:00,icp decom
0000055537WE9C4,,T2644-U01,T2644,2023-10-17 00:00:00,2024-05-15 00:00:00,icp decom
0000055541WED16,,T2217-U05,T2217,2023-10-05 00:00:00,2024-02-28 00:00:00,tx change
0000055541WED16,,T1996-U06,T1996,2024-02-28 00:00:00,,
0000055843WE89B,10076279,T7457-U01,T7457,2024-04-29 00:00:00,,
0000055893WE5D9,,T2051-U03,T2051,2023-12-13 00:00:00,2024-06-06 00:00:00,icp decom
0000056026WE8C9,10075182,T1683-U01,T1683,2023-12-20 00:00:00,2024-08-30 00:00:00,Meter change
0000056026WE8C9,10077330,T1683-U01,T1683,2024-08-30 00:00:00,,
0000056189WE60C,,T2720-U04,T2720,2024-02-23 00:00:00,2024-04-24 00:00:00,icp decom
0000056367WE52A,,T2720-U02,T2720,2024-03-22 00:00:00,2024-06-12 00:00:00,icp decom
0000102437WE3B8,10004071,T1783-U02,T1783,2022-05-01 00:00:00,2023-10-18 00:00:00,Meter change
0000102437WE3B8,10075127,T1783-U02,T1783,2023-10-18 00:00:00,,
0000102452WE107,,T3205-U02,T3205,2022-05-01 00:00:00,2024-01-15 00:00:00,icp decom
0000102477WE11D,10006336,T3409-U01,T3409,2022-05-01 00:00:00,2023-08-24 00:00:00,tx change
0000102477WE11D,10006336,T3382-U02,T3382,2023-08-24 00:00:00,,
0000102490WE66D,,T897-U02,T897,2022-05-01 00:00:00,2024-09-11 00:00:00,icp decom
0000102650WEB85,10006996,T1837-U01,T1837,2022-05-01 00:00:00,2023-06-26 00:00:00,Meter change
0000102650WEB85,10075072,T1837-U01,T1837,2023-06-26 00:00:00,,
0000102653WE745,10006999,T1837-U02,T1837,2022-05-01 00:00:00,2023-06-26 00:00:00,Meter change
0000102653WE745,10075068,T1837-U02,T1837,2023-06-26 00:00:00,,
0000103039WED82,10005869,T2972-U02,T2972,2022-05-01 00:00:00,2024-03-18 00:00:00,Meter change
0000103039WED82,10075363,T2972-U02,T2972,2024-03-18 00:00:00,,
0000103058WEE37,10046334,T1917-U03,T1917,2022-05-01 00:00:00,2024-03-01 00:00:00,Meter change
0000103058WEE37,10069299,T1917-U03,T1917,2022-05-01 00:00:00,2024-03-01 00:00:00,Meter change
0000103058WEE37,10075366,T1917-U03,T1917,2024-03-01 00:00:00,,
0000103058WEE37,10076488,T1917-U03,T1917,2024-03-01 00:00:00,,
0000103595WE386,10052845,T1594-U02,T1594,2022-05-01 00:00:00,2023-06-06 00:00:00,Meter change
0000103595WE386,10075542,T1594-U02,T1594,2023-06-06 00:00:00,,
0000104146WEA65,10062263,T3785-U03,T3785,2022-05-01 00:00:00,2023-01-28 00:00:00,Meter change
0000104146WEA65,10062264,T3785-U03,T3785,2022-05-01 00:00:00,,
0000104146WEA65,10062301,T3785-U03,T3785,2023-01-28 00:00:00,,
0000104561WE6FB,10062279,T86-U02,T86,2022-05-01 00:00:00,2023-10-10 00:00:00,Meter change
0000104561WE6FB,10075076,T86-U02,T86,2023-10-10 00:00:00,,
0000110125WE734,10053784,T3517-U01,T3517,2022-05-01 00:00:00,2023-05-11 00:00:00,Meter change
0000110125WE734,10075193,T3517-U01,T3517,2023-05-11 00:00:00,,
0000110908WE537,,T1694-U01,T1694,2022-05-01 00:00:00,2024-07-13 00:00:00,icp decom
0000110972WE2FB,,T1694-U05,T1694,2022-05-01 00:00:00,2023-05-24 00:00:00,icp decom
0000110976WE3F1,,T892-U02,T892,2022-05-01 00:00:00,2024-01-16 00:00:00,icp decom
0000111230WE275,10006261,T6696-U02,T6696,2022-05-01 00:00:00,2023-06-26 00:00:00,Meter change
0000111230WE275,10075163,T6696-U02,T6696,2023-06-26 00:00:00,,
0000111258WEF91,10024273,T3609-U01,T3609,2022-05-01 00:00:00,2022-10-31 00:00:00,icp decom
0000114811WEE4F,10047681,T50-U02,T50,2022-05-01 00:00:00,2023-05-04 00:00:00,Meter change
0000114811WEE4F,10074832,T50-U02,T50,2023-05-04 00:00:00,,
0000115302WEA8C,10070238,T6544-U04,T6544,2022-05-01 00:00:00,2023-02-09 00:00:00,tx change
0000115302WEA8C,10070238,T811-U03,T811,2023-02-09 00:00:00,,
0000115303WE6C9,,T6544-U04,T6544,2022-05-01 00:00:00,2023-02-28 00:00:00,icp decom
0000123465WE358,10002570,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123465WE358,10002570,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123468WEC03,10002683,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123468WEC03,10002683,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123472WE43F,10003026,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123472WE43F,10003026,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123474WE5B0,10003479,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123474WE5B0,10003479,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123476WE535,10002219,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123476WE535,10002219,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123478WE6AE,10002681,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123478WE6AE,10002681,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123480WE4AD,10002682,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123480WE4AD,10002682,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123486WE522,10001075,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123486WE522,10001075,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123489WEAFC,10036162,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123489WEAFC,10036162,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123491WE245,10002223,T746-U08,T746,2022-05-01 00:00:00,2022-05-29 00:00:00,tx change
0000123491WE245,10002223,T3803-U04,T3803,2022-05-29 00:00:00,,
0000123856WE46C,10002708,T1527-U02,T1527,2022-05-01 00:00:00,2023-09-27 00:00:00,icp decom
0000124111WE66A,10002552,T1527-U04,T1527,2022-05-01 00:00:00,2024-02-02 00:00:00,icp decom
0000124177WE815,10058421,T5291-U02,T5291,2022-05-01 00:00:00,2023-05-02 00:00:00,Meter change
0000124177WE815,10074636,T5291-U02,T5291,2023-05-02 00:00:00,,
0000124922WED5F,10053733,T6363-U01,T6363,2022-05-01 00:00:00,2023-05-02 00:00:00,Meter change
0000124922WED5F,10075243,T6363-U01,T6363,2023-05-02 00:00:00,,
0000124963WE3BF,10003210,T5449-U03,T5449,2022-05-01 00:00:00,2023-10-26 00:00:00,icp decom
0000125148WE193,,T5449-U03,T5449,2022-05-01 00:00:00,2023-10-12 00:00:00,icp decom
0000125176WE5F0,10002071,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125176WE5F0,10002071,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125177WE9B5,10003459,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125177WE9B5,10003459,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125178WE66B,10002666,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125178WE66B,10002666,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125179WEA2E,10002750,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125179WEA2E,10002750,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125183WE8A8,10003353,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125183WE8A8,10003353,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125190WEEC5,10002662,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125190WEEC5,10002662,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125194WEFCF,10070046,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125194WEFCF,10070046,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125303WE7E5,10002957,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125303WE7E5,10002957,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125304WEA2F,10003053,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125304WEA2F,10003053,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125305WE66A,10002762,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125305WE66A,10002762,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125308WE931,10002510,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125308WE931,10002510,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125309WE574,10002509,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000125309WE574,10002509,T7620-U02,T7620,2023-03-02 00:00:00,,
0000125311WEDCD,10002457,T6363-U03,T6363,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
